"","pollster","date_start","date_median","date_end","mode","sample_size","sample_space","percent_biden","percent_trump","state_abb","state_full"
"254","YouGov",2020-05-20,2020-05-20,2020-05-21,"Internet",1218,"RV",46,42,"--","--"
"255","Morning Consult",2020-05-18,2020-05-21,2020-05-24,"Internet",30317,"RV",46,41,"--","--"
"256","Firehouse Strategies/Øptimus",2020-05-19,2020-05-22,2020-05-26,"Internet",793,"LV",52,44,"--","--"
"257","Ipsos",2020-05-20,2020-05-23,2020-05-27,"Internet",3732,"RV",45,39,"--","--"
"258","TargetSmart",2020-05-21,2020-05-24,2020-05-27,"Internet/Live Phone",1200,"RV",43,40,"--","--"
"259","YouGov",2020-05-23,2020-05-24,2020-05-26,"Internet",1157,"RV",45,42,"--","--"
"260","Data for Progress",2020-05-26,2020-05-26,2020-05-26,"Internet",686,"RV",50,46,"--","--"
"261","John Zogby Strategies/EMI Research Solutions",2020-05-26,2020-05-26,2020-05-26,"Internet",1001,"LV",53,40,"--","--"
"262","ABC News/The Washington Post",2020-05-25,2020-05-26,2020-05-28,"Live Phone",720,"LV",51,46,"--","--"
"263","Øptimus",2020-05-23,2020-05-26,2020-05-30,"Internet",789,"LV",50,45,"--","--"
"264","Morning Consult",2020-05-25,2020-05-28,2020-05-31,"Internet",31983,"RV",46,41,"--","--"
"265","RMG Research",2020-05-28,2020-05-29,2020-05-30,"IVR/Internet",1200,"RV",46,39,"--","--"
"266","Øptimus",2020-05-26,2020-05-29,2020-06-02,"Internet",795,"LV",51,44,"--","--"
"267","YouGov",2020-05-29,2020-05-29,2020-05-30,"Internet",861,"RV",48,40,"--","--"
"268","Change Research",2020-05-29,2020-05-30,2020-05-31,"Internet",1457,"LV",48,41,"--","--"
"269","Monmouth University",2020-05-28,2020-05-30,2020-06-01,"Live Phone",742,"RV",52,41,"--","--"
"270","NBC News/The Wall Street Journal",2020-05-28,2020-05-30,2020-06-02,"Live Phone",1000,"RV",49,42,"--","--"
"271","YouGov",2020-05-29,2020-05-30,2020-06-01,"Internet",1486,"LV",47,43,"--","--"
"272","YouGov",2020-05-31,2020-06-01,2020-06-02,"Internet",1244,"RV",47,40,"--","--"
"273","IBD/TIPP",2020-05-31,2020-06-01,2020-06-03,"Internet",964,"RV",45,42,"--","--"
"274","Ipsos",2020-06-01,2020-06-01,2020-06-02,"Internet",964,"RV",47,37,"--","--"
"275","Zogby Analytics",2020-06-01,2020-06-01,2020-06-02,"Internet",1007,"LV",46,46,"--","--"
"276","Emerson College",2020-06-02,2020-06-02,2020-06-03,"IVR/Internet",1431,"RV",53,47,"--","--"
"277","HarrisX",2020-06-01,2020-06-02,2020-06-04,"Internet",2827,"RV",47,37,"--","--"
"278","Marist College",2020-06-02,2020-06-02,2020-06-03,"Live Phone",958,"RV",50,43,"--","--"
"279","Øptimus",2020-05-30,2020-06-02,2020-06-06,"Internet",787,"LV",53,42,"--","--"
"280","Whitman Insight Strategies",2020-06-02,2020-06-03,2020-06-04,"Internet",500,"RV",53,43,"--","--"
"281","CNN/SSRS",2020-06-02,2020-06-03,2020-06-05,"Live Phone",1125,"RV",55,41,"--","--"
"282","Democracy Fund/UCLA Nationscape",2020-05-28,2020-06-03,2020-06-10,"Internet",10601,"RV",50,39,"--","--"
"283","Morning Consult",2020-06-01,2020-06-04,2020-06-07,"Internet",32380,"RV",47,39,"--","--"
"284","Garin-Hart-Yang Research Group",2020-06-03,2020-06-04,2020-06-06,"Internet",1223,"LV",53,41,"--","--"
"285","RMG Research",2020-06-04,2020-06-05,2020-06-06,"IVR/Internet",1200,"RV",47,37,"--","--"
"286","Øptimus",2020-06-02,2020-06-05,2020-06-09,"Internet",762,"LV",53,42,"--","--"
"287","MSR Group",2020-06-07,2020-06-07,2020-06-07,"Internet",855,"RV",46,39,"--","--"
"288","YouGov",2020-06-07,2020-06-08,2020-06-09,"Internet",1241,"RV",49,41,"--","--"
"289","Climate Nexus",2020-06-06,2020-06-08,2020-06-11,"Internet",9087,"RV",48,41,"--","--"
"290","Ipsos",2020-06-08,2020-06-08,2020-06-09,"Internet",931,"RV",46,38,"--","--"
"291","Data for Progress",2020-06-09,2020-06-09,2020-06-09,"Internet",688,"RV",54,40,"--","--"
"292","Øptimus",2020-06-06,2020-06-09,2020-06-13,"Internet",742,"LV",52,43,"--","--"
"293","YouGov",2020-06-09,2020-06-09,2020-06-10,"Internet",1288,"RV",49,40,"--","--"
"294","Kaiser Family Foundation",2020-06-08,2020-06-11,2020-06-14,"Live Phone",1094,"RV",51,38,"--","--"
"295","Morning Consult",2020-06-08,2020-06-11,2020-06-14,"Internet",32138,"RV",48,39,"--","--"
"296","Abacus Data",2020-06-11,2020-06-12,2020-06-13,"Internet",1004,"LV",51,41,"--","--"
"297","Abacus Data",2020-06-11,2020-06-12,2020-06-13,"Internet",1224,"RV",49,35,"--","--"
"298","RMG Research",2020-06-11,2020-06-12,2020-06-13,"IVR/Internet",1200,"RV",48,36,"--","--"
"299","Øptimus",2020-06-09,2020-06-12,2020-06-16,"Internet",686,"LV",50,44,"--","--"
"300","Change Research",2020-06-12,2020-06-13,2020-06-14,"Internet",1250,"LV",51,41,"--","--"
"301","Ipsos",2020-06-10,2020-06-13,2020-06-16,"Internet",3768,"RV",48,35,"--","--"
"302","Quinnipiac University",2020-06-11,2020-06-13,2020-06-15,"Live Phone",1332,"RV",49,41,"--","--"
"303","Echelon Insights",2020-06-12,2020-06-14,2020-06-16,"Internet",1000,"LV",50,42,"--","--"
"304","Fox News",2020-06-13,2020-06-14,2020-06-16,"Live Phone",1343,"RV",50,38,"--","--"
"305","YouGov",2020-06-14,2020-06-15,2020-06-16,"Internet",1160,"RV",50,41,"--","--"
"306","Harris Poll",2020-06-17,2020-06-17,2020-06-18,"Internet",1886,"RV",56,44,"--","--"
"307","Morning Consult",2020-06-15,2020-06-18,2020-06-21,"Internet",30942,"RV",47,39,"--","--"
"308","Pew Research Center",2020-06-16,2020-06-19,2020-06-22,"Internet",3577,"RV",54,44,"--","--"
"309","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",65085,"LV",51,46,"--","--"
"310","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",65085,"RV",52,45,"--","--"
"311","Public Policy Polling",2020-06-19,2020-06-19,2020-06-20,"IVR",1013,"RV",52,43,"--","--"
"312","Siena College/The New York Times Upshot",2020-06-17,2020-06-19,2020-06-22,"Live Phone",1337,"RV",50,36,"--","--"
"313","PureSpectrum",2020-06-12,2020-06-20,2020-06-28,"Internet",22501,"LV",47,37,"--","--"
"314","CNBC/Hart Research/Public Opinion Strategies",2020-06-19,2020-06-20,2020-06-22,"Live Phone",800,"RV",47,38,"--","--"
"315","Opinium",2020-06-19,2020-06-21,2020-06-24,"Internet",1215,"LV",52,40,"--","--"
"316","YouGov",2020-06-21,2020-06-22,2020-06-23,"Internet",1230,"RV",49,41,"--","--"
"317","HarrisX",2020-06-22,2020-06-22,2020-06-23,"Internet",951,"RV",43,39,"--","--"
"318","Ipsos",2020-06-22,2020-06-22,2020-06-23,"Internet",934,"RV",47,37,"--","--"
"319","Data for Progress",2020-06-23,2020-06-23,2020-06-23,"Internet",721,"LV",50,44,"--","--"
"320","Marist College",2020-06-22,2020-06-23,2020-06-24,"Live Phone",1515,"RV",52,44,"--","--"
"321","YouGov",2020-06-24,2020-06-24,2020-06-25,"Internet",1244,"RV",47,39,"--","--"
"322","Hart Research Associates",2020-06-22,2020-06-25,2020-06-28,"Internet",1000,"LV",55,41,"--","--"
"323","Morning Consult",2020-06-22,2020-06-25,2020-06-28,"Internet",28722,"RV",47,40,"--","--"
"324","Øptimus",2020-06-23,2020-06-25,2020-06-27,"Internet",903,"LV",45,41,"--","--"
"325","Public Policy Polling",2020-06-25,2020-06-25,2020-06-26,"IVR",996,"RV",53,42,"--","--"
"326","RMG Research",2020-06-25,2020-06-26,2020-06-27,"IVR/Internet",1200,"RV",47,39,"--","--"
"327","Change Research",2020-06-26,2020-06-27,2020-06-28,"Internet",1663,"LV",49,41,"--","--"
"328","Suffolk University",2020-06-25,2020-06-27,2020-06-29,"Live Phone",1000,"RV",53,41,"--","--"
"329","Monmouth University",2020-06-26,2020-06-28,2020-06-30,"Live Phone",733,"RV",53,41,"--","--"
"330","IBD/TIPP",2020-06-27,2020-06-28,2020-06-30,"Internet",1005,"RV",48,40,"--","--"
"331","YouGov",2020-06-28,2020-06-29,2020-06-30,"Internet",1198,"RV",49,40,"--","--"
"332","Ipsos",2020-06-29,2020-06-29,2020-06-30,"Internet",943,"RV",46,38,"--","--"
"333","YouGov",2020-06-29,2020-06-30,2020-07-01,"Internet",1187,"RV",45,40,"--","--"
"334","Research Co.",2020-07-01,2020-07-01,2020-07-02,"Internet",1049,"LV",49,40,"--","--"
"335","Morning Consult",2020-06-29,2020-07-02,2020-07-05,"Internet",33549,"RV",48,39,"--","--"
"336","HarrisX",2020-07-03,2020-07-03,2020-07-04,"Internet",933,"RV",43,39,"--","--"
"337","Democracy Fund/UCLA Nationscape",2020-07-02,2020-07-05,2020-07-08,"Internet",4983,"RV",49,41,"--","--"
"338","Rasmussen Reports/Pulse Opinion Research",2020-07-05,2020-07-06,2020-07-07,"IVR",1500,"LV",50,40,"--","--"
"339","YouGov",2020-07-05,2020-07-06,2020-07-07,"Internet",1165,"RV",49,40,"--","--"
"340","Ipsos",2020-07-06,2020-07-06,2020-07-07,"Internet",952,"RV",43,37,"--","--"
"341","Data for Progress",2020-07-07,2020-07-07,2020-07-07,"Internet",673,"RV",52,42,"--","--"
"342","Data for Progress/Global Strategy Group",2020-06-23,2020-07-08,2020-07-23,"Internet",3249,"RV",50,39,"--","--"
"343","John Zogby Strategies/EMI Research Solutions",2020-07-08,2020-07-08,2020-07-08,"Internet",1000,"LV",49,42,"--","--"
"344","Redfield & Wilton Strategies",2020-07-09,2020-07-09,2020-07-09,"Internet",2000,"RV",48,40,"--","--"
"345","Morning Consult",2020-07-06,2020-07-09,2020-07-13,"Internet",32514,"RV",47,39,"--","--"
"346","RMG Research",2020-07-09,2020-07-10,2020-07-11,"IVR/Internet",1200,"RV",46,39,"--","--"
"347","NBC News/The Wall Street Journal",2020-07-09,2020-07-10,2020-07-12,"Live Phone",900,"RV",51,40,"--","--"
"348","Change Research",2020-07-10,2020-07-11,2020-07-12,"Internet",1258,"LV",51,41,"--","--"
"349","Quinnipiac University",2020-07-09,2020-07-11,2020-07-13,"Live Phone",1273,"RV",52,37,"--","--"
"350","Rasmussen Reports/Pulse Opinion Research",2020-07-08,2020-07-11,2020-07-14,"IVR/Internet",2500,"LV",47,44,"--","--"
"351","YouGov",2020-07-12,2020-07-13,2020-07-14,"Internet",1081,"RV",47,39,"--","--"
"352","ABC News/The Washington Post",2020-07-12,2020-07-13,2020-07-15,"Live Phone",673,"LV",54,44,"--","--"
"353","Fox News",2020-07-12,2020-07-13,2020-07-15,"Live Phone",1104,"RV",49,41,"--","--"
"354","Ipsos",2020-07-13,2020-07-13,2020-07-14,"Internet",961,"RV",47,37,"--","--"
"355","YouGov",2020-07-13,2020-07-13,2020-07-14,"Internet",1252,"RV",49,40,"--","--"
"356","Morning Consult",2020-07-13,2020-07-16,2020-07-19,"Internet",31310,"RV",47,40,"--","--"
"357","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",145585,"LV",51,47,"--","--"
"358","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",145588,"RV",52,45,"--","--"
"359","Benenson Strategy Group/GS Strategy Group",2020-07-15,2020-07-16,2020-07-18,"Internet",1301,"LV",50,39,"--","--"
"360","Kaiser Family Foundation",2020-07-14,2020-07-16,2020-07-19,"Live Phone",1117,"RV",47,38,"--","--"
"361","GQR Research",2020-07-15,2020-07-17,2020-07-19,"Internet",1000,"RV",55,44,"--","--"
"362","NORC",2020-07-06,2020-07-17,2020-07-28,"Internet/Live Phone",1863,"RV",48,34,"--","--"
"363","Ipsos",2020-07-15,2020-07-18,2020-07-21,"Internet",3744,"RV",46,38,"--","--"
"364","Rasmussen Reports/Pulse Opinion Research",2020-07-15,2020-07-18,2020-07-21,"IVR/Internet",2500,"LV",47,45,"--","--"
"365","HarrisX",2020-07-17,2020-07-18,2020-07-20,"Internet",2829,"RV",45,38,"--","--"
"366","Echelon Insights",2020-07-17,2020-07-19,2020-07-22,"Internet",1000,"LV",50,37,"--","--"
"367","YouGov",2020-07-19,2020-07-20,2020-07-21,"Internet",1222,"RV",48,41,"--","--"
"368","Data for Progress",2020-07-21,2020-07-21,2020-07-21,"Internet",652,"RV",50,44,"--","--"
"369","Harris Poll",2020-07-21,2020-07-22,2020-07-23,"Internet",1786,"LV",55,45,"--","--"
"370","Harris Poll",2020-07-21,2020-07-22,2020-07-23,"Internet",1932,"RV",55,45,"--","--"
"371","Zogby Analytics",2020-07-21,2020-07-22,2020-07-23,"Internet",1516,"LV",44,40,"--","--"
"372","CBS/YouGov",2020-07-21,2020-07-22,2020-07-24,"Internet",1401,"RV",51,41,"--","--"
"373","RMG Research",2020-07-23,2020-07-24,2020-07-25,"IVR/Internet",1200,"RV",45,37,"--","--"
"374","YouGov",2020-07-21,2020-07-24,2020-07-27,"Internet",1059,"LV",51,45,"--","--"
"375","Beacon Research/Shaw & Co. Research",2020-07-23,2020-07-25,2020-07-27,"Live Phone",1504,"RV",48,41,"--","--"
"376","Change Research",2020-07-24,2020-07-25,2020-07-26,"Internet",1039,"LV",51,42,"--","--"
"377","Rasmussen Reports/Pulse Opinion Research",2020-07-22,2020-07-25,2020-07-28,"IVR/Internet",2500,"LV",48,42,"--","--"
"378","Øptimus",2020-07-24,2020-07-26,2020-07-28,"Internet",914,"LV",48,40,"--","--"
"379","IBD/TIPP",2020-07-25,2020-07-26,2020-07-28,"Internet",1160,"RV",48,41,"--","--"
"380","YouGov",2020-07-26,2020-07-27,2020-07-28,"Internet",1260,"RV",49,40,"--","--"
"381","Ipsos",2020-07-27,2020-07-27,2020-07-28,"Internet",947,"RV",47,38,"--","--"
"382","Data for Progress",2020-07-28,2020-07-28,2020-07-28,"Internet",794,"RV",52,42,"--","--"
"383","YouGov",2020-07-28,2020-07-29,2020-07-30,"Internet",1088,"RV",49,40,"--","--"
"384","Emerson College",2020-07-29,2020-07-29,2020-07-30,"IVR",964,"LV",53,47,"--","--"
"385","Pew Research Center",2020-07-27,2020-07-30,2020-08-02,"Internet",9114,"RV",53,45,"--","--"
"386","Rasmussen Reports/Pulse Opinion Research",2020-07-29,2020-08-01,2020-08-04,"IVR/Internet",2500,"LV",48,45,"--","--"
"387","YouGov",2020-08-02,2020-08-03,2020-08-04,"Internet",1229,"RV",49,40,"--","--"
"388","Battleground/Georgetown University",2020-08-01,2020-08-03,2020-08-06,"Live Phone",1000,"LV",53,40,"--","--"
"389","HarrisX",2020-08-02,2020-08-03,2020-08-05,"Internet",2850,"RV",43,40,"--","--"
"390","Ipsos",2020-08-03,2020-08-03,2020-08-04,"Internet",964,"RV",56,44,"--","--"
"391","Research Co.",2020-08-03,2020-08-03,2020-08-04,"Internet",1018,"LV",48,38,"--","--"
"392","Léger",2020-08-04,2020-08-05,2020-08-07,"Internet",1019,"LV",47,39,"--","--"
"393","Marist College",2020-08-03,2020-08-07,2020-08-11,"Live Phone",1118,"RV",53,42,"--","--"
"394","RMG Research",2020-08-06,2020-08-07,2020-08-08,"IVR/Internet",1200,"RV",45,37,"--","--"
"395","Change Research",2020-08-07,2020-08-08,2020-08-09,"Internet",2143,"LV",50,44,"--","--"
"396","Global Strategy Group/GBAO (Navigator Research)",2020-08-06,2020-08-08,2020-08-10,"Internet",1419,"RV",52,42,"--","--"
"397","Monmouth University",2020-08-06,2020-08-08,2020-08-10,"Live Phone",785,"RV",51,41,"--","--"
"398","Rasmussen Reports/Pulse Opinion Research",2020-08-05,2020-08-08,2020-08-11,"IVR/Internet",3000,"LV",49,43,"--","--"
"399","HarrisX",2020-08-08,2020-08-09,2020-08-11,"Internet",2828,"RV",44,40,"--","--"
"400","Morning Consult",2020-08-05,2020-08-09,2020-08-14,"Internet",3735,"RV",49,39,"--","--"
"401","YouGov",2020-08-09,2020-08-10,2020-08-11,"Internet",1208,"RV",49,39,"--","--"
"402","Fox News",2020-08-09,2020-08-10,2020-08-12,"Live Phone",1000,"RV",49,42,"--","--"
"403","Ipsos",2020-08-10,2020-08-10,2020-08-11,"Internet",1034,"RV",47,38,"--","--"
"404","NBC News/The Wall Street Journal",2020-08-09,2020-08-10,2020-08-12,"Live Phone",900,"RV",50,41,"--","--"
"405","Data for Progress",2020-08-11,2020-08-11,2020-08-11,"Internet",782,"RV",52,40,"--","--"
"406","Redfield & Wilton Strategies",2020-08-12,2020-08-12,2020-08-12,"Internet",1867,"LV",48,41,"--","--"
"407","HarrisX",2020-08-11,2020-08-12,2020-08-14,"Internet",2823,"RV",45,39,"--","--"
"408","YouGov",2020-08-12,2020-08-13,2020-08-14,"Internet",2152,"LV",52,42,"--","--"
"409","ABC News/The Washington Post",2020-08-12,2020-08-13,2020-08-15,"Live Phone",707,"LV",54,44,"--","--"
"410","CNN/SSRS",2020-08-12,2020-08-13,2020-08-15,"Live Phone",987,"RV",50,46,"--","--"
"411","Data for Progress",2020-08-13,2020-08-13,2020-08-14,"Internet",1143,"LV",50,41,"--","--"
"412","YouGov",2020-08-14,2020-08-14,2020-08-15,"Internet",1158,"RV",49,38,"--","--"
"413","Rasmussen Reports/Pulse Opinion Research",2020-08-12,2020-08-15,2020-08-18,"IVR/Internet",2500,"LV",48,44,"--","--"
"414","Echelon Insights",2020-08-14,2020-08-16,2020-08-18,"Internet",1000,"LV",51,38,"--","--"
"415","Ipsos",2020-08-14,2020-08-16,2020-08-18,"Internet",1179,"RV",48,40,"--","--"
"416","Morning Consult",2020-08-15,2020-08-16,2020-08-17,"Internet",12000,"LV",51,43,"--","--"
"417","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",131263,"LV",52,46,"--","--"
"418","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",131266,"RV",52,45,"--","--"
"419","HarrisX",2020-08-15,2020-08-16,2020-08-18,"Internet",2840,"RV",46,38,"--","--"
"420","Morning Consult",2020-08-16,2020-08-17,2020-08-18,"Internet",12000,"LV",52,42,"--","--"
"421","Morning Consult",2020-08-17,2020-08-17,2020-08-17,"Internet",4141,"LV",51,43,"--","--"
"422","YouGov",2020-08-16,2020-08-17,2020-08-18,"Internet",1246,"RV",50,40,"--","--"
"423","Morning Consult",2020-08-17,2020-08-18,2020-08-19,"Internet",12000,"LV",51,43,"--","--"
"424","Zogby Analytics",2020-08-17,2020-08-18,2020-08-19,"Internet",901,"LV",46,43,"--","--"
"425","Morning Consult",2020-08-18,2020-08-19,2020-08-20,"Internet",12000,"LV",52,42,"--","--"
"426","Redfield & Wilton Strategies",2020-08-19,2020-08-19,2020-08-20,"Internet",1860,"LV",49,39,"--","--"
"427","Morning Consult",2020-08-19,2020-08-20,2020-08-21,"Internet",12000,"LV",51,43,"--","--"
"428","USC Dornsife",2020-08-14,2020-08-20,2020-08-27,"Internet",4736,"LV",52,41,"--","--"
"429","Morning Consult",2020-08-20,2020-08-21,2020-08-22,"Internet",12000,"LV",52,43,"--","--"
"430","Morning Consult",2020-08-21,2020-08-21,2020-08-21,"Internet",4377,"LV",52,43,"--","--"
"431","YouGov",2020-08-20,2020-08-21,2020-08-22,"Internet",934,"LV",52,42,"--","--"
"432","Change Research",2020-08-21,2020-08-22,2020-08-23,"Internet",2362,"LV",51,43,"--","--"
"433","Ipsos",2020-08-19,2020-08-22,2020-08-25,"Internet",3829,"RV",47,40,"--","--"
"434","Léger",2020-08-21,2020-08-22,2020-08-23,"Internet",894,"LV",49,40,"--","--"
"435","Morning Consult",2020-08-21,2020-08-22,2020-08-23,"Internet",13272,"LV",52,42,"--","--"
"436","Rasmussen Reports/Pulse Opinion Research",2020-08-19,2020-08-22,2020-08-25,"IVR/Internet",2500,"LV",46,45,"--","--"
"437","YouGov",2020-08-21,2020-08-22,2020-08-23,"Internet",906,"RV",50,39,"--","--"
"438","Global Strategy Group/GBAO (Navigator Research)",2020-08-21,2020-08-22,2020-08-24,"Internet",1319,"RV",54,41,"--","--"
"439","HarrisX",2020-08-22,2020-08-23,2020-08-25,"Internet",2861,"RV",47,38,"--","--"
"440","Opinium",2020-08-21,2020-08-23,2020-08-26,"Internet",1257,"LV",54,39,"--","--"
"441","YouGov",2020-08-23,2020-08-24,2020-08-25,"Internet",1256,"RV",50,41,"--","--"
"442","Redfield & Wilton Strategies",2020-08-25,2020-08-25,2020-08-26,"Internet",1834,"LV",49,39,"--","--"
"443","HarrisX",2020-08-25,2020-08-26,2020-08-28,"Internet",2862,"RV",47,38,"--","--"
"444","AtlasIntel",2020-08-24,2020-08-27,2020-08-30,"Internet",4210,"LV",49,46,"--","--"
"445","USC Dornsife",2020-08-21,2020-08-27,2020-09-03,"Internet",5115,"LV",52,41,"--","--"
"446","RMG Research",2020-08-27,2020-08-28,2020-08-29,"IVR/Internet",915,"LV",48,44,"--","--"
"447","Selzer & Co.",2020-08-26,2020-08-28,2020-08-30,"Live Phone",827,"LV",49,41,"--","--"
"448","Global Strategy Group/GBAO (Navigator Research)",2020-08-27,2020-08-29,2020-08-31,"Internet",1309,"RV",52,43,"--","--"
"449","John Zogby Strategies/EMI Research Solutions",2020-08-29,2020-08-29,2020-08-29,"Internet",1007,"LV",48,42,"--","--"
"450","Léger",2020-08-28,2020-08-29,2020-08-30,"Internet",861,"LV",49,42,"--","--"
"451","Qriously",2020-08-27,2020-08-29,2020-08-31,"Internet",1998,"LV",46,41,"--","--"
"452","Rasmussen Reports/Pulse Opinion Research",2020-08-26,2020-08-29,2020-09-01,"IVR/Internet",2500,"LV",49,45,"--","--"
"453","Quinnipiac University",2020-08-28,2020-08-29,2020-08-31,"Live Phone",1081,"LV",52,42,"--","--"
"454","Suffolk University",2020-08-28,2020-08-29,2020-08-31,"Live Phone",1000,"RV",50,43,"--","--"
"455","CNN/SSRS",2020-08-28,2020-08-30,2020-09-01,"Live Phone",997,"RV",51,43,"--","--"
"456","HarrisX",2020-08-29,2020-08-30,2020-08-31,"Internet",2834,"RV",46,40,"--","--"
"457","Ipsos",2020-08-28,2020-08-30,2020-09-01,"Internet",1089,"RV",47,40,"--","--"
"458","Emerson College",2020-08-30,2020-08-30,2020-08-31,"IVR/Internet",1567,"LV",51,49,"--","--"
"459","IBD/TIPP",2020-08-29,2020-08-30,2020-09-01,"Internet",1033,"RV",49,41,"--","--"
"460","Kaiser Family Foundation",2020-08-28,2020-08-31,2020-09-03,"Live Phone",989,"RV",48,43,"--","--"
"461","Politico/Harvard/SSRS",2020-08-25,2020-08-31,2020-09-06,"Live Phone",1459,"LV",52,42,"--","--"
"462","YouGov",2020-08-30,2020-08-31,2020-09-01,"Internet",1209,"RV",51,40,"--","--"
"463","Redfield & Wilton Strategies",2020-08-31,2020-08-31,2020-09-01,"Internet",1835,"LV",49,41,"--","--"
"464","Data for Progress",2020-09-01,2020-09-01,2020-09-01,"Internet",695,"RV",53,43,"--","--"
"465","Harris Poll",2020-08-31,2020-09-01,2020-09-02,"Internet",1064,"RV",53,47,"--","--"
"466","Harris Poll",2020-08-31,2020-09-01,2020-09-02,"Internet",1604,"RV",54,46,"--","--"
"467","PureSpectrum",2020-08-07,2020-09-01,2020-09-27,"Internet",26838,"LV",50,40,"--","--"
"468","YouGov",2020-09-02,2020-09-03,2020-09-04,"Internet",2433,"LV",52,42,"--","--"
"469","USC Dornsife",2020-08-28,2020-09-03,2020-09-10,"Internet",5219,"LV",52,42,"--","--"
"470","Targoz Market Research",2020-09-02,2020-09-04,2020-09-06,"Internet",1039,"LV",48,46,"--","--"
"471","Change Research",2020-09-04,2020-09-05,2020-09-06,"Internet",1902,"LV",49,43,"--","--"
